"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
0.39649,-0.1560,0.46902,0.00419,0.01257,-0.0968,-0.0652,0.19481,-0.0874,0.06697,0.05800,0.27279
0.39649,-0.1560,0.46902,0.00419,0.01257,-0.0968,-0.0652,0.19481,-0.0874,0.06697,0.05800,0.27279
-0.0459,0.02889,0.03902,-0.0506,-0.0308,0.14260,0.25983,-0.0364,-0.0166,-0.0767,-0.1727,-0.1272
-0.0459,-0.0601,0.00902,0.01104,0.02092,0.02993,0.17149,-0.0107,-0.0717,0.00709,-0.1573,-0.1272
0.23720,-0.1560,0.30902,-0.0300,-0.0558,-0.1249,-0.0970,0.09202,-0.0008,0.13284,0.01184,0.27279
0.12215,0.00149,0.32902,-0.0369,-0.0809,-0.1531,-0.0970,-0.0658,-0.0087,0.12086,0.30415,0.07279
-0.0282,0.13505,-0.0309,0.01789,-0.0074,-0.0827,0.05488,0.00758,0.03062,-0.0587,-0.0650,0.07279
0.29029,-0.0601,0.36902,-0.0300,-0.0475,-0.1531,-0.1111,0.09202,-0.0796,0.00709,-0.0343,0.07279
-0.0105,0.02889,-0.0109,-0.0232,-0.0458,0.17077,0.06548,-0.0621,-0.0087,-0.1366,-0.0496,-0.1272
-0.0459,0.14190,-0.1909,-0.0095,0.00756,-0.0827,-0.0193,0.04796,-0.0559,0.03104,-0.0958,0.07279
-0.1167,-0.0259,0.21902,0.20967,-0.0458,0.14260,0.26336,0.04796,0.02274,0.06098,0.01184,-0.1272
0.03366,0.06656,-0.1109,-0.0369,0.02259,-0.0404,0.00894,-0.0401,-0.1347,-0.0527,0.08877,-0.1272
-0.0194,0.13505,-0.0509,-0.0232,-0.0258,-0.0686,-0.0193,-0.0034,0.03849,-0.0647,-0.2035,-0.1272
-0.0725,-0.0259,-0.0809,-0.0437,-0.0191,-0.0827,-0.0087,-0.0768,0.06211,-0.0707,-0.1112,-0.1272
-0.0459,0.00149,0.05902,-0.0095,-0.0124,0.11443,0.34463,-0.0144,-0.0087,-0.0348,-0.1419,-0.1272
-0.0459,-0.1286,0.09902,-0.0369,-0.0091,0.11443,0.04075,-0.0254,0.02274,-0.0408,-0.1573,0.07279
-0.0813,0.00149,-0.0109,-0.0369,0.02259,0.00176,0.09022,-0.0768,-0.1268,-0.0527,-0.1573,-0.1272
-0.1344,0.05628,-0.2309,-0.0711,-0.0508,-0.1531,-0.1288,-0.1098,0.08573,-0.0348,-0.1419,-0.1272
0.02481,0.08026,-0.0209,-0.0369,-0.0074,-0.1109,-0.0652,0.10303,-0.0244,-0.0348,-0.0650,0.07279
0.00711,0.07341,0.08902,-0.0369,0.00256,-0.0123,0.03014,0.05163,-0.0008,-0.0527,-0.0035,-0.3272
-0.0548,-0.0670,-0.0209,0.00419,-0.0241,0.18486,0.05841,-0.0438,0.04636,-0.0467,0.01184,0.07279
0.05136,0.04258,0.22902,-0.0369,0.41658,0.15669,0.12202,-0.0254,-0.2134,0.56997,-0.1419,0.07279
0.06020,0.20012,-0.1309,0.00419,0.00256,-0.0968,-0.0829,0.12138,0.06211,-0.0168,-0.0958,-0.1272
-0.0548,-0.0670,-0.0209,0.00419,-0.0241,0.18486,0.05841,-0.0438,0.04636,-0.0467,0.01184,0.07279
-0.1256,-0.0053,-0.0209,0.00419,-0.0107,-0.0827,-0.0334,0.00758,0.11723,-0.0947,0.08877,-0.1272
-0.2760,-0.0327,-0.2309,-0.0643,-0.0558,0.04401,0.21036,-0.2971,0.18022,-0.0228,0.27338,0.27279
-0.0282,-0.1012,-0.2109,-0.0506,-0.0158,-0.0545,0.00894,-0.0364,0.04636,-0.0827,-0.0804,0.07279
0.01596,-0.1080,-0.0709,0.01789,0.00422,0.02993,0.04075,0.09202,0.02274,0.02506,-0.1266,0.07279
-0.1256,-0.0053,-0.0209,0.00419,-0.0107,-0.0827,-0.0334,0.00758,0.11723,-0.0947,0.08877,-0.1272
-0.0105,0.32341,-0.1809,-0.0163,-0.0375,-0.1249,-0.0334,0.00758,0.00699,-0.0647,-0.2189,0.07279
-0.0990,0.06998,-0.2709,-0.0437,0.01591,-0.0264,-0.0299,0.00024,0.04636,-0.0467,-0.2189,0.07279
-0.0990,0.06998,-0.2709,-0.0437,0.01591,-0.0264,-0.0299,0.00024,0.04636,-0.0467,-0.2189,0.07279
-0.0990,0.08026,-0.2709,-0.0437,0.01591,-0.0123,-0.0263,0.00024,0.04636,-0.0467,-0.1881,0.07279
-0.0990,0.06998,-0.2709,-0.0437,0.01591,-0.0264,-0.0299,0.00024,0.04636,-0.0467,-0.2189,0.07279
-0.0105,0.32341,-0.1809,-0.0163,-0.0375,-0.1249,-0.0334,0.00758,0.00699,-0.0647,-0.2189,0.07279
0.05136,0.07341,0.09902,-0.0574,0.29304,-0.1531,0.05488,0.02594,-0.2449,0.25859,-0.1727,-0.1272
0.32569,-0.1012,0.28902,-0.0300,0.00923,-0.1390,-0.0793,0.18379,-0.1347,0.03104,0.07338,0.07279
-0.0548,0.03573,-0.1709,-0.0506,0.02426,0.17077,0.22096,-0.0805,-0.1819,-0.1006,-0.0958,0.07279
0.59118,-0.2176,0.16902,-0.0232,-0.0208,-0.0827,-0.0793,0.24253,-0.1898,0.10889,-0.1881,0.27279
0.59118,-0.2176,0.16902,-0.0232,-0.0208,-0.0827,-0.0793,0.24253,-0.1898,0.10889,-0.1881,0.27279
-0.0902,0.09053,-0.2709,-0.0369,-0.0057,-0.1390,-0.0829,0.11404,0.23534,0.18074,-0.0804,0.07279
-0.1079,0.10423,-0.2009,-0.0437,-0.0208,0.00176,0.01601,0.00758,0.05424,-0.0827,-0.1419,-0.1272
-0.0105,0.04943,-0.1009,-0.0163,-0.0258,-0.0686,0.09375,-0.0327,-0.0874,-0.1246,-0.1727,-0.1272
-0.0548,0.00149,-0.2109,-0.0574,-0.0224,-0.0968,-0.0263,-0.0438,0.03062,-0.1066,-0.0958,0.07279
-0.0902,0.09053,-0.2709,-0.0369,-0.0057,-0.1390,-0.0829,0.11404,0.23534,0.18074,-0.0804,0.07279
0.21950,-0.1423,0.16902,-0.0643,-0.0408,0.00176,-0.0334,0.12873,-0.0717,0.07296,-0.0650,0.07279
-0.1079,0.04943,-0.2709,-0.0506,-0.0224,0.00176,-0.0440,0.03328,0.12510,0.02506,-0.0804,0.07279
0.24605,-0.1217,0.20902,0.03843,0.00422,-0.1531,-0.0899,0.13607,-0.1111,-0.0767,0.01184,-0.1272
-0.0548,0.16930,0.14902,-0.0437,0.00756,-0.1109,0.13969,-0.0621,-0.0638,-0.0408,-0.1419,-0.1272
-0.1079,0.04943,-0.2709,-0.0506,-0.0224,0.00176,-0.0440,0.03328,0.12510,0.02506,-0.0804,0.07279
-0.0282,0.02889,-0.0409,0.04528,-0.0241,0.01584,0.25629,0.00024,-0.0402,-0.0527,-0.1727,-0.1272
0.09560,-0.1286,0.09902,-0.0232,-0.0208,-0.1531,-0.1182,0.09202,-0.0717,-0.0228,-0.1881,-0.1272
-0.1521,0.11450,-0.2709,-0.0300,-0.0208,-0.0545,0.03368,0.00391,0.14085,0.00709,-0.1881,-0.1272
-0.0548,-0.0806,0.48902,-0.0506,0.87401,-0.1109,-0.0051,0.00391,-0.1977,0.36039,-0.1573,-0.1272
0.14870,-0.1491,0.19902,0.00419,-0.0041,-0.0264,-0.0475,0.21316,0.03849,0.08494,0.01184,0.27279
-0.0371,-0.1354,-0.0409,-0.0574,-0.0174,0.02993,-0.0051,-0.0364,-0.0166,-0.0048,-0.1727,-0.1272
-0.1167,0.30628,-0.2309,-0.0369,-0.0007,-0.0545,0.07255,-0.0805,0.03062,-0.0348,-0.1573,-0.3272
-0.0282,-0.0053,-0.2409,-0.0574,-0.0291,-0.0827,-0.0405,-0.0731,0.02274,-0.0527,-0.0650,-0.1272
-0.0371,-0.1080,-0.0409,-0.0506,-0.0174,0.10035,0.00894,-0.0327,-0.0244,0.00709,-0.1727,-0.1272
0.36994,0.02204,0.21902,-0.0095,-0.0391,-0.1531,-0.0687,0.23152,-0.1819,0.12685,0.07338,-0.1272
0.30799,-0.1834,0.24902,-0.0506,-0.0274,-0.1390,-0.1288,0.00391,-0.0874,0.03703,-0.0343,0.27279
-0.0194,0.23437,-0.2709,0.05213,0.01424,0.14260,0.05135,0.25721,0.22747,0.03703,-0.0958,-0.3272
-0.0371,-0.1217,0.18902,0.07268,-0.0158,-0.0123,-0.0334,0.04062,0.03062,0.12086,0.36569,0.47279
-0.1256,0.00834,-0.2309,0.03158,-0.0174,-0.1249,-0.0687,0.14341,0.29833,0.15080,-0.1573,0.07279
0.28144,-0.2382,0.23902,0.10008,0.02760,-0.1672,-0.0829,0.20949,-0.0244,0.18673,-0.0496,0.07279
-0.0371,0.01176,-0.2109,0.10008,-0.0007,0.15669,0.05135,-0.0181,0.03849,0.00709,0.04261,0.07279
0.28144,-0.2382,0.23902,0.10008,0.02760,-0.1672,-0.0829,0.20949,-0.0244,0.18673,-0.0496,0.07279
0.22835,-0.1080,0.30902,0.10008,-0.0274,0.01584,0.06548,0.19114,-0.0717,0.07296,-0.0496,-0.1272
0.00711,0.12820,-0.0709,-0.0095,-0.0191,-0.0827,-0.0299,0.04429,-0.0008,-0.0108,-0.1573,-0.1272
-0.0725,0.08368,-0.0909,0.30556,0.00089,0.15669,0.16795,0.17645,0.05424,0.06697,-0.1573,-0.1272
-0.0371,0.01176,-0.2109,0.10008,-0.0007,0.15669,0.05135,-0.0181,0.03849,0.00709,0.04261,0.07279
-0.1256,0.00834,-0.2309,0.03158,-0.0174,-0.1249,-0.0687,0.14341,0.29833,0.15080,-0.1573,0.07279
0.28144,-0.2382,0.23902,0.10008,0.02760,-0.1672,-0.0829,0.20949,-0.0244,0.18673,-0.0496,0.07279
0.17525,-0.1423,0.17902,0.26446,-0.0241,-0.1531,-0.1182,0.06265,-0.0638,0.09691,0.33492,0.47279
0.05136,-0.0875,0.04902,0.20967,-0.0007,-0.0827,0.00188,0.17278,0.05424,0.06697,0.01184,0.27279
0.27259,-0.1834,0.16902,0.07268,-0.0274,-0.1390,-0.0970,0.13607,-0.1504,0.09691,-0.1727,0.07279
-0.0548,-0.1765,0.40902,0.06583,0.45164,-0.1531,-0.1288,0.03328,-0.0481,0.25260,-0.0804,0.27279
-0.0636,-0.0053,-0.1509,0.03158,-0.0341,-0.0545,0.02308,0.02594,0.03849,-0.0527,-0.2035,-0.1272
0.05136,-0.0875,0.04902,0.20967,-0.0007,-0.0827,0.00188,0.17278,0.05424,0.06697,0.01184,0.27279
0.13985,0.04258,-0.2009,0.05898,0.02426,0.22711,0.08668,0.24987,-0.0008,0.03104,-0.0958,-0.1272
0.13985,0.04258,-0.2009,0.05898,0.02426,0.22711,0.08668,0.24987,-0.0008,0.03104,-0.0958,-0.1272
0.32569,-0.0533,0.27902,-0.0369,-0.0241,0.12852,0.00894,0.21683,-0.1662,0.06098,-0.0189,0.07279
-0.0725,-0.0875,-0.1509,0.03158,0.00756,0.18486,0.02308,-0.0034,0.04636,0.02506,-0.0189,0.07279
0.03366,-0.0053,-0.1809,-0.0026,0.00589,0.05810,0.00894,0.06265,0.02274,0.12086,0.02723,0.27279
0.29029,-0.0738,0.25902,0.05213,0.02927,0.24119,0.18209,0.31228,-0.0874,0.17476,-0.1881,-0.1272
0.03366,-0.0053,-0.1809,-0.0026,0.00589,0.05810,0.00894,0.06265,0.02274,0.12086,0.02723,0.27279
0.23720,-0.2245,0.20902,-0.0369,0.42660,-0.1390,-0.1005,0.08467,-0.0087,0.03104,0.01184,-0.1272
0.18410,0.01519,-0.0409,0.01104,0.00589,0.02993,0.00541,0.19481,-0.0717,-0.0108,-0.0189,0.07279
-0.1256,-0.1149,-0.0209,-0.0095,0.01758,-0.1531,-0.1076,-0.0254,0.07786,-0.0348,-0.0496,0.07279
0.44074,-0.1286,0.24902,0.04528,0.01090,0.01584,0.02308,0.34165,-0.2056,0.09092,-0.1419,0.07279
0.21950,-0.0190,0.18902,-0.0026,-0.0241,-0.1531,-0.0687,0.24620,-0.2056,-0.0108,-0.1419,-0.1272
0.20180,0.20697,0.09902,0.00419,-0.0024,0.14260,0.08315,0.09936,-0.1189,-0.0827,-0.0804,-0.1272
-0.1079,0.06998,-0.2109,-0.0369,-0.0074,-0.1109,-0.0617,0.13240,0.28258,0.04302,-0.1266,-0.1272
-0.0990,0.08368,-0.2509,-0.0163,0.01090,-0.1531,-0.0546,0.18746,0.28258,0.08494,-0.1112,-0.1272
-0.1256,0.09738,-0.2109,-0.0300,-0.0124,-0.1109,-0.0475,0.12506,0.29046,0.03104,-0.1266,-0.1272
-0.0725,0.00149,-0.2109,0.00419,-0.0024,0.05810,-0.0087,-0.0181,0.05424,-0.0408,0.04261,0.07279
0.24605,-0.2382,0.20902,-0.0711,-0.0324,-0.1249,-0.1111,0.04062,-0.0717,-0.0108,-0.0496,0.07279
-0.0017,0.12135,-0.1509,0.00419,0.00756,-0.0545,-0.0652,0.19481,0.15660,0.03703,-0.0650,-0.1272
-0.0813,0.09738,-0.1509,-0.0643,0.16449,-0.1531,-0.0899,-0.0548,0.06211,-0.0707,-0.1419,-0.1272
0.00711,0.08368,0.32902,-0.0300,0.04095,-0.0545,0.15382,0.04062,-0.0874,-0.0827,-0.1881,-0.1272
0.17525,0.00149,0.20902,-0.0026,-0.0408,-0.1390,-0.0758,0.22417,-0.1504,-0.0408,-0.1727,0.07279
-0.0636,0.06313,0.04902,-0.0232,-0.0091,-0.1249,0.02661,-0.0107,0.03849,-0.0827,-0.1573,-0.1272
0.17525,-0.0806,0.14902,-0.0095,0.20957,-0.1390,-0.1147,0.19481,-0.0953,-0.0228,-0.1419,0.07279
0.17525,-0.0670,0.16902,-0.0095,0.21124,-0.1531,-0.1217,0.19481,-0.0953,-0.0168,-0.1419,0.07279
-0.0813,-0.1628,0.10902,-0.0574,-0.0425,-0.0968,-0.0581,0.00391,0.07786,-0.0767,-0.1419,0.07279
0.17525,0.00149,0.20902,-0.0026,-0.0408,-0.1390,-0.0758,0.22417,-0.1504,-0.0408,-0.1727,0.07279
-0.0371,0.00149,-0.0309,-0.0369,-0.0258,-0.0123,0.20682,-0.0548,-0.0323,-0.0707,-0.1573,0.07279
0.06020,-0.0464,0.03902,0.01789,0.00923,0.04401,0.18209,0.10303,0.00699,-0.0168,-0.1419,0.07279
0.02481,-0.0396,0.02902,0.03158,-0.0191,0.19894,0.31283,0.06265,-0.0087,-0.0767,-0.1573,-0.1272
-0.0813,-0.1149,0.01902,0.00419,-0.0007,0.14260,0.09022,-0.0217,0.06211,0.01308,0.08877,-0.1272
-0.1079,-0.1217,0.01902,-0.0026,0.01424,0.05810,0.02308,-0.0401,0.08573,-0.0048,0.08877,0.07279
0.11330,0.02204,-0.0409,0.05898,0.02426,0.29753,0.16089,0.20949,-0.0087,-0.0048,-0.0496,-0.1272
0.11330,0.16587,-0.1509,0.02473,-0.0091,0.19894,0.09728,0.13974,-0.0087,-0.0108,-0.0035,0.07279
0.13100,0.09053,0.11902,0.04528,-0.0074,0.07218,0.04428,0.15810,0.04636,0.03104,0.16569,0.27279
0.11330,0.16587,-0.1509,0.02473,-0.0091,0.19894,0.09728,0.13974,-0.0087,-0.0108,-0.0035,0.07279
0.13100,0.09053,0.11902,0.04528,-0.0074,0.07218,0.04428,0.15810,0.04636,0.03104,0.16569,0.27279
0.08675,0.05628,-0.0109,0.05898,0.00422,0.12852,0.14322,0.22050,-0.0559,-0.0228,-0.1112,-0.1272
-0.0459,0.06313,-0.2209,-0.0163,-0.0141,-0.1390,-0.1005,0.04429,-0.0166,-0.0168,-0.1727,-0.1272
0.17525,0.04258,0.14902,0.01789,0.00422,0.26936,0.09375,0.16544,-0.0244,0.02506,-0.1419,0.07279
0.14870,-0.0259,-0.0709,0.57953,-0.0274,-0.0404,0.01248,0.34899,-0.1189,0.01907,-0.1881,0.07279
0.14870,-0.0259,-0.0709,0.57953,-0.0274,-0.0404,0.01248,0.34899,-0.1189,0.01907,-0.1881,0.07279
0.29029,0.00149,0.38902,0.07610,0.05598,-0.1390,-0.1147,0.07733,-0.2056,0.04901,0.16569,0.27279
0.17525,-0.0601,0.22902,0.13432,0.03261,-0.1531,-0.1182,0.09202,-0.0244,0.10290,0.16569,-0.1272
0.44959,-0.1765,0.34902,0.00419,-0.0091,-0.1390,-0.0899,0.25354,-0.1189,0.00709,-0.1112,0.07279
0.21065,-0.0464,0.11902,-0.0369,-0.0441,-0.1249,-0.1111,0.09936,-0.1032,-0.0228,-0.1419,-0.1272
0.16640,-0.1149,0.36902,0.02473,0.05765,-0.0827,-0.0193,0.09202,-0.0638,0.00110,0.31954,0.07279
0.16640,-0.1149,0.36902,0.02473,0.05765,-0.0827,-0.0193,0.09202,-0.0638,0.00110,0.31954,0.07279
-0.0282,0.03573,0.00902,0.04528,-0.0358,0.07218,0.23863,0.04062,-0.0717,-0.0707,-0.1573,0.07279
0.00711,0.02204,-0.1909,-0.0300,0.02927,0.00176,-0.0087,-0.0695,-0.1426,-0.0827,0.08877,-0.1272
-0.0371,0.08368,-0.2609,-0.0026,-0.0158,0.01584,-0.0299,-0.0327,0.02274,0.04901,0.19646,0.27279
0.31684,0.11450,0.25902,0.05898,0.06766,-0.1249,-0.0899,0.18012,-0.1111,0.10889,0.27338,0.27279
0.05136,-0.0670,0.17902,-0.0437,-0.0592,-0.1390,-0.1076,-0.1429,0.03062,0.02506,0.31954,0.07279
-0.0459,-0.0670,0.04902,0.01789,-0.0124,0.18486,0.04075,0.04796,-0.0008,-0.0108,-0.0189,-0.1272
0.36109,-0.0259,0.30902,0.03158,0.02593,0.17077,0.18562,0.29760,-0.1189,0.20470,0.16569,0.07279
0.36994,-0.1697,0.26902,-0.0163,-0.0091,-0.0545,-0.0617,0.21683,-0.1583,0.42027,-0.0958,0.27279
0.34339,-0.1286,0.22902,-0.0095,-0.0358,-0.0827,-0.0899,0.23886,-0.1504,0.31248,-0.1881,0.07279
0.20180,-0.0738,0.20902,0.01104,-0.0375,-0.1531,-0.1005,0.03328,-0.0796,0.12685,0.13492,0.07279
0.22835,-0.0943,0.19902,-0.0506,0.05097,-0.1390,-0.1147,0.10670,-0.0087,0.05500,-0.0958,0.07279
0.22835,-0.0943,0.19902,-0.0506,0.05097,-0.1390,-0.1147,0.10670,-0.0087,0.05500,-0.0958,0.07279
0.31684,0.02889,0.22902,0.00419,-0.0091,-0.1390,-0.0511,0.28291,-0.1504,0.07296,0.04261,0.07279
-0.1167,0.10765,-0.2709,-0.0437,-0.0341,0.33979,0.05841,0.08467,0.22747,0.09092,-0.0804,-0.1272
-0.1521,0.19669,-0.2509,0.01104,-0.0258,0.01584,-0.0440,-0.0915,0.21172,0.13883,0.28877,0.27279
0.48498,-0.0259,0.39902,0.03158,0.00923,-0.1390,-0.1111,0.13607,-0.2292,0.16278,0.24261,0.07279
0.11330,0.02204,0.03902,0.01789,0.00256,-0.0123,-0.0016,0.08467,-0.1583,0.15679,-0.0650,0.07279
0.06905,0.17615,-0.2709,0.00419,0.00923,-0.0686,-0.0652,0.19481,0.03849,0.12086,-0.1573,0.07279
0.21065,0.09738,-0.0509,0.01104,0.03261,0.01584,-0.0440,0.26823,-0.0244,0.19272,-0.0804,0.07279
0.06905,0.18300,-0.2709,0.00419,0.01424,-0.0686,-0.0723,0.19481,0.03062,0.10290,-0.1573,0.07279
-0.0548,0.09395,-0.2709,-0.0095,0.00422,-0.1109,-0.0970,0.04796,-0.0323,0.04302,-0.1727,-0.1272
0.45843,0.00149,0.51902,0.15487,0.05431,0.10035,0.10788,0.37102,-0.1032,0.06697,0.39646,-0.1272
-0.1964,-0.2176,0.12902,-0.0780,-0.0358,0.34683,0.41884,-0.4072,-0.0481,-0.0408,0.22723,0.07279
-0.1433,0.15217,-0.2609,-0.0095,-0.0158,0.01584,-0.0511,-0.0915,0.18810,-0.0288,0.36569,0.07279
0.28144,-0.0806,0.24902,0.03158,-0.0124,0.18486,0.03014,0.24620,-0.0402,0.13284,0.08877,-0.1272
0.19295,-0.0738,0.38902,0.02816,0.04763,-0.0545,-0.0617,0.01859,-0.0559,0.05500,0.19646,0.27279
0.31684,-0.0670,0.38902,0.03843,0.03594,-0.0827,-0.0829,0.23886,-0.1268,0.11488,-0.0035,0.27279
0.37879,-0.1012,0.38902,0.00419,0.00089,-0.0827,-0.0193,0.31228,-0.1111,0.01308,-0.0958,0.07279
-0.0105,0.11793,-0.0409,-0.0369,0.01925,-0.0264,0.12202,0.04062,-0.0953,0.02506,-0.1573,-0.1272
0.02481,-0.0533,0.03902,0.00419,-0.0024,0.07218,0.01248,0.10670,0.04636,0.15080,-0.0804,0.07279
0.31684,0.03573,0.38902,-0.0026,-0.0258,-0.1390,-0.0334,0.18012,-0.2056,-0.0587,-0.0650,-0.1272
0.36994,-0.0464,0.35902,-0.0369,-0.0274,-0.1390,-0.1111,0.15075,-0.2528,0.12685,-0.0343,-0.1272
0.39649,0.05971,0.38902,0.22336,-0.0074,-0.1249,-0.0157,0.40039,-0.1898,0.04302,-0.0650,0.27279
0.14870,-0.0738,0.22902,0.05898,0.03261,-0.1249,-0.0899,0.08467,-0.0402,0.16278,0.21184,0.07279
0.39649,0.05971,0.38902,0.22336,-0.0074,-0.1249,-0.0157,0.40039,-0.1898,0.04302,-0.0650,0.27279
0.18410,0.03231,0.33902,0.00419,-0.0191,-0.0686,-0.0793,0.23886,-0.1189,0.01907,-0.2189,-0.1272
0.17525,-0.1286,0.24902,0.01789,0.11942,-0.0123,0.10082,0.22417,-0.1032,-0.0108,-0.1573,-0.1272
0.09560,-0.1765,0.25902,-0.0095,-0.0224,-0.1390,-0.1005,-0.0401,-0.0874,0.28254,0.24261,0.27279
-0.1256,0.16245,-0.2509,-0.0163,-0.0408,0.26936,0.05841,0.05531,0.20384,0.07296,-0.0804,-0.1272
-0.0371,-0.1971,0.12902,-0.0643,-0.0525,-0.0686,-0.0758,-0.0034,0.00699,0.12685,-0.2650,0.07279
0.06905,-0.1697,0.20902,-0.0506,-0.0341,0.14260,-0.0016,-0.0034,0.00699,0.22865,0.02723,0.07279
-0.0813,0.01519,-0.0509,-0.0232,0.03094,-0.0545,0.09022,-0.0621,-0.2056,-0.0168,-0.1881,-0.1272
0.50268,-0.0806,0.35902,0.08638,0.00256,-0.1390,0.00188,0.34165,-0.2370,0.09092,0.05800,0.07279
0.28144,0.00834,0.43902,0.12747,0.06099,-0.1390,-0.1111,0.12138,-0.2370,0.10290,0.21184,0.27279
0.28144,-0.0533,0.22902,0.03158,-0.0158,0.04401,0.00188,0.26089,-0.0402,0.27057,0.08877,0.07279
0.09560,-0.1765,0.25902,-0.0095,-0.0224,-0.1390,-0.1005,-0.0401,-0.0874,0.28254,0.24261,0.27279
0.27259,0.06656,0.38902,0.25076,0.00089,-0.1390,-0.0793,0.15075,-0.1583,0.19871,0.44261,0.07279
-0.0017,-0.0738,0.10902,-0.0026,0.01090,0.11443,0.04781,0.08467,-0.0008,0.02506,0.05800,0.07279
-0.0017,-0.1834,0.14902,-0.0369,-0.0124,-0.0686,-0.0687,0.04796,-0.0796,0.08494,-0.1573,0.07279
0.47613,-0.0772,0.40902,0.02473,-0.0041,0.01584,-0.0122,0.34165,-0.1977,0.08494,-0.0650,0.07279
-0.0017,-0.1834,0.14902,-0.0369,-0.0124,-0.0686,-0.0687,0.04796,-0.0796,0.08494,-0.1573,0.07279
-0.0017,-0.1834,0.14902,-0.0369,-0.0124,-0.0686,-0.0687,0.04796,-0.0796,0.08494,-0.1573,0.07279
-0.0548,-0.0122,0.00902,-0.0300,-0.0007,0.10035,0.02661,0.09202,0.08573,0.04901,-0.1881,-0.1272
-0.0813,0.06998,-0.2009,-0.0095,0.00422,-0.0686,-0.0334,0.08467,0.09361,0.06098,-0.1112,0.07279
-0.0459,0.00834,-0.0109,-0.0369,0.00089,0.10035,0.00541,0.09936,0.07786,0.04901,-0.1881,0.07279
-0.0017,0.09053,-0.1209,-0.0437,-0.0141,0.01584,-0.0157,0.03328,-0.0008,-0.0707,-0.1266,0.07279
-0.0459,-0.0464,-0.0109,-0.0437,0.00089,0.10035,0.02308,0.09936,0.09361,0.04901,-0.1881,0.07279
0.11330,-0.1012,0.03902,-0.0026,0.01424,0.00176,0.00894,0.10670,-0.0953,0.02506,-0.0650,0.27279
-0.2406,0.22067,-0.2209,-0.0780,-0.0708,-0.0545,0.14675,-0.3191,0.19597,0.09691,0.38108,0.47279
0.47613,-0.0772,0.40902,0.02473,-0.0041,0.01584,-0.0122,0.34165,-0.1977,0.08494,-0.0650,0.07279
0.10445,-0.1080,0.24902,-0.0369,-0.0091,-0.1390,-0.0723,0.09202,-0.1032,-0.0887,-0.1419,-0.1272
0.00711,0.09395,0.33902,-0.0369,0.04095,-0.0404,0.17149,0.01859,-0.1189,-0.0707,-0.2035,-0.1272
0.38764,0.04943,0.37902,-0.0163,-0.0408,-0.1390,-0.0758,0.21683,-0.2213,-0.0527,-0.0804,-0.1272
0.32569,-0.1080,0.48902,0.11378,-0.0358,-0.1249,-0.0299,0.26823,-0.0717,-0.0348,0.39646,0.27279
-0.1521,0.14190,-0.2509,0.36720,0.05765,0.73415,0.27396,0.19481,0.12510,-0.0767,-0.0804,-0.1272
0.28144,0.04258,0.31902,0.00419,-0.0007,-0.0404,0.00894,0.15075,-0.1032,-0.0048,0.08877,0.07279
0.28144,0.04258,0.31902,0.00419,-0.0007,-0.0404,0.00894,0.15075,-0.1032,-0.0048,0.08877,0.07279
0.03366,0.16245,-0.0509,-0.0163,-0.0391,-0.0968,-0.0157,-0.0327,-0.1662,-0.0647,-0.1573,-0.1272
-0.1521,0.14190,-0.2509,0.36720,0.05765,0.73415,0.27396,0.19481,0.12510,-0.0767,-0.0804,-0.1272
-0.0548,-0.1834,0.02902,-0.0574,-0.0475,0.05810,-0.0299,-0.1355,-0.0166,-0.1126,0.05800,0.07279
0.34339,-0.0327,0.26902,0.00419,-0.0041,0.04401,0.06195,0.23886,-0.1662,-0.0288,0.01184,0.07279
0.27259,0.04943,0.21902,0.01104,-0.0041,-0.0827,-0.0193,0.19481,-0.1268,-0.0168,0.01184,0.07279
-0.0548,0.11108,-0.2209,0.01104,-0.0208,-0.0123,-0.0687,0.04796,-0.0402,-0.0288,-0.2035,-0.1272
0.03366,-0.1491,0.18902,-0.0780,-0.0475,-0.0686,-0.0758,-0.0107,0.03849,0.06098,-0.0496,0.07279
0.13100,-0.0601,0.19902,-0.0026,-0.0408,-0.0968,-0.0652,0.09936,-0.0559,-0.0048,0.05800,0.07279
0.32569,-0.0943,0.38902,0.03158,0.00923,-0.0545,-0.0581,0.20949,-0.1032,-0.0168,0.05800,0.27279
0.18410,-0.1286,0.30902,0.07953,0.14446,-0.1390,-0.1076,0.01859,-0.0953,0.02506,0.13492,0.07279
0.36994,-0.0464,0.21902,0.13432,-0.0291,0.14260,0.00894,0.09936,-0.2056,-0.0527,-0.1266,-0.3272
0.06020,-0.0670,0.06902,-0.0026,-0.0124,0.14260,0.13969,0.14341,0.05424,-0.0228,-0.1419,0.07279
0.06905,-0.0533,0.07902,-0.0095,-0.0124,0.10035,0.11142,0.14341,0.05424,-0.0228,-0.1419,-0.1272
-0.1079,0.14190,-0.1109,-0.0437,0.02092,-0.0123,0.10788,-0.0107,-0.0323,-0.0108,-0.1727,-0.1272
0.13985,-0.0875,0.25902,0.28501,0.01591,-0.1390,-0.0970,0.13607,-0.0323,0.09691,0.19646,0.27279
0.04251,-0.0053,0.06902,0.01104,-0.0007,0.11443,0.26689,0.10670,-0.0402,-0.0288,-0.1419,-0.1272
0.02481,0.13505,-0.0309,0.27816,0.04930,0.21302,0.30930,0.34165,0.00699,0.24661,-0.1727,-0.1272
